COUNTY,PARKING,FEE,LATITUDE,LONGITUDE,NAME,LOCATION,DESCRIPTION
San Luis Obispo,Yes,No,35.543649,-121.094376,Sherwood Drive Access - Harvey Street,"W. of Sherwood Dr. at end of Harvey St., Cambria","Access to rocky shore, on-street parking"
San Luis Obispo,Yes,No,35.541743,-121.093071,Lampton Cliffs County Park,"Sherwood Dr. at Lampton St., Cambria","Views, benches"
San Luis Obispo,Yes,No,35.453788,-120.951394,Estero Bluffs State Park (West),"Off Hwy. One, 3.5 mi. upcoast from N. Ocean Ave., Cayucos","Undeveloped property, roadside parking, seasonal trail closure"
San Luis Obispo,Yes,No,35.450345,-120.942179,Estero Bluffs State Park,"From Villa Creek to N. Ocean Ave., Cayucos","Undeveloped property, trails lead seaward from roadside parking areas"
San Luis Obispo,Yes,No,35.449821,-120.93265900000002,Estero Bluffs State Park (San Geronimo Rd.),"Off Hwy. One at San Geronimo Rd., Cayucos","Undeveloped property, trails lead seaward from roadside parking"
San Luis Obispo,Yes,No,35.449104,-120.925824,Estero Bluffs State Park (East),"Off Hwy. One, .5 mi. upcoast from N. Ocean Ave., Cayucos","Undeveloped property, trail leads seaward from roadside parking"
San Luis Obispo,Yes,No,35.478035,-120.992022,Harmony Headlands State Park,"Off Hwy. One, 5.6 mi. N. of Cayucos",Undeveloped open space
San Luis Obispo,Yes,No,35.44869,-120.906116,Cayucos State Beach,"Foot of Cayucos Dr., Cayucos","Swimming, surfing, pier fishing"
San Luis Obispo,Yes,No,35.44158200000001,-120.89613,Cayucos Beach,"Along Pacific Ave. between 1st and 22nd streets., Cayucos","Nine stairways along Pacific Ave. lead to sandy beach, on-street parking"
San Luis Obispo,Yes,No,35.435105,-120.888684,Morro Strand State Beach (North),"Along Studio Dr., S. of 24th St., Cayucos",Parking area off Hwy. One at 24th St. exit
San Luis Obispo,Yes,No,35.415043,-120.874527,Morro Strand State Beach (Torro Creek Rd.),"Off Hwy. One, opposite Toro Creek Rd., Cayucos","Opening in fence, beach access on foot"
San Luis Obispo,Yes,No,35.406135,-120.870702,North Point Natural Area,"N. end of Toro Ln., W. of Hwy. One, Morro Bay",Beach access
San Luis Obispo,No,No,35.404286,-120.868383,Path to Beach (Toro Lane),"3420 Toro Lane, W. of Hwy. One, Morro Bay",Path to beach
San Luis Obispo,Yes,Yes,35.40359,-120.869064,Morro Strand State Beach Campground,"End of Yerba Buena St., W. of Hwy. One, Morro Bay",Beachfront campsites
San Luis Obispo,Yes,No,35.391801,-120.865338,Morro Strand State Beach (South),"End of Azure St., W. of Hwy. One, Morro Bay",Beach and dunes
San Luis Obispo,Yes,No,35.378617,-120.86235,Morro Strand State Beach (Atascadero Creek Rd.),"Off Atascadero Rd., W. of Hwy. One, Morro Bay",Beach and dunes
San Luis Obispo,Yes,No,35.372207,-120.861282,Coleman City Park,"N. of Coleman Dr., Morro Bay",Play equipment
San Luis Obispo,Yes,No,35.367627,-120.866432,Morro Rock,"W. end of Coleman Dr., Morro Bay","Sightseeing at the base of Morro Rock only, no climbing"
San Luis Obispo,Yes,No,35.371637,-120.864699,Morro Strand State Beach - Morro Rock,"End of Coleman Dr., N. side of Morro Rock",Popular surf spot
San Luis Obispo,Yes,No,35.371961,-120.858712,Boardwalk and Bike Path (Morro Bay),"S. end of Morro Strand State Beach to Beach St., Morro Bay","Waterfront promenade, kayak launch spot"
San Luis Obispo,Yes,No,35.37060200000001,-120.85835,City T-Piers (Morro Bay),"N.W. end of Embarcadero Rd., Morro Bay","Commercial fishing, restaurants, excursions"
San Luis Obispo,Yes,No,35.364893,-120.853276,Morro Bay Street Ends,"Along Embarcadero Rd., between Beach St. and Anchor St., Morro Bay","Bay views, fishing"
San Luis Obispo,Yes,No,35.365457,-120.853128,Embarcadero Road,"Along waterfront, W. of downtown Morro Bay","Bay access, fishing, kayak rentals, restaurants"
San Luis Obispo,Yes,No,35.365974,-120.852917,Centennial Stairway and Park,"Front St. and the Embarcadero, Morro Bay",Pocket park with giant chessboard; stairs lead to Morro Bay Blvd.
San Luis Obispo,Yes,No,35.364235,-120.852782,Morro Bay Estuary Nature Center,"601 Embarcadero Rd., Suite 11","Exhibits, view of Morro Rock"
San Luis Obispo,Yes,No,35.361502,-120.846528,City of Morro Bay,12.5 mi. N.W. of San Luis Obispo,"Scenic fishing port, lodging, restaurants, visitor attractions"
San Luis Obispo,Yes,Yes,35.358663,-120.850769,Tidelands Park,"S. end of Embarcadero Rd., Morro Bay",Boat launch ramp
San Luis Obispo,Yes,No,35.354581,-120.845634,Bayshore Bluffs Park,"Bayshore Dr., Morro Bay",Bay views
San Luis Obispo,Yes,No,35.349403,-120.843338,Morro Bay State Park,"S. end of Main St., Morro Bay","Camping, picnicking, trails, golf, boating"
San Luis Obispo,Yes,Yes,35.34686400000001,-120.840518,Morro Bay State Park Campground,"S. end of Main St., Morro Bay",Tent and RV camping
San Luis Obispo,Yes,Yes,35.346872,-120.844248,Morro Bay State Park Museum of Natural History,"State Park Rd. at White Point, Morro Bay","Natural and cultural history exhibits, native plant garden, free for those 16 and under"
San Luis Obispo,Yes,Yes,35.345937,-120.842673,Morro Bay State Park Marina,"State Park Rd., E. of White Point, Morro Bay","Small boat launching, sailboat and powerboat mooring, cafe"
San Luis Obispo,No,No,35.337416,-120.851607,Morro Bay Estuary,"Hwy. One, 13 mi. N.W. of San Luis Obispo",Central California's most extensive wetland complex
San Luis Obispo,Yes,No,35.346601,-120.825241,Cerro Cabrillo Day Use Area,"Off South Bay Blvd., 1.2 mi. N. of Santa Ysabel Ave., Morro Bay",Hiking trails
San Luis Obispo,Yes,No,35.34108,-120.823495,Cabrillo Creek Trail,"Off South Bay Blvd., 0.75 mi. N. of Santa Ysabel Ave., Morro Bay",Small parking area and hiking trail
San Luis Obispo,Yes,No,35.333448,-120.82841299999998,El Moro Elfin Forest,"South Bay Blvd., off Santa Ysabel Ave., Baywood Park","Dwarfed vegetation, nature trails"
San Luis Obispo,Yes,No,35.329689,-120.843712,Baywood Park Beach,"W. of Pasadena Dr., Baywood Park",Bay views
San Luis Obispo,Yes,No,35.326723,-120.840841,Second Street Pier,"S. end of Second St., Baywood Park","Small boat launch, shallow water"
San Luis Obispo,Yes,No,35.32162,-120.842393,Sweet Springs Nature Preserve,"Ramona Ave. W. of 4th St., Baywood Park","Estuary views, birding"
San Luis Obispo,Yes,No,35.320819,-120.848159,Morro Bay View Access,"Mitchell Dr. at Doris Ave., Cuesta-By-the-Sea","Path to bay views, on-street parking"
San Luis Obispo,No,No,35.33417,-120.86191200000002,Morro Dunes Natural Preserve,W. of Morro Bay Estuary,"Dunes, part of Montaña de Oro State Park"
San Luis Obispo,Yes,No,35.31203400000001,-120.859742,Monarch Lane,"Monarch Lane, off Pecho Valley Rd., Cuesta-by-the-Sea","Eucalyptus grove harbors overwintering monarch butterflies, on-street parking"
San Luis Obispo,Yes,No,35.306368,-120.81363600000002,Los Osos Oaks State Natural Reserve,"S. of Los Osos Valley Rd. at Palomino Dr., Los Osos","Native oaks, trails"
San Luis Obispo,Yes,No,35.300333,-120.872408,Montaña de Oro State Park (Sand Spit Rd.),"End of Sand Spit Rd., off Pecho Valley Rd.",Part of Montaña de Oro State Park
San Luis Obispo,Yes,Yes,35.274844,-120.887182,Montaña de Oro State Park,"S. end of Pecho Valley Rd., Los Osos","Seven miles of coastline, beaches, equestrian camping"
San Luis Obispo,Yes,No,35.257704,-120.887354,Point Buchon Trail,S. of Montaña de Oro State Park,Trail leads onto PG&E property; see: www.pge.modwest.com/pgereservations
San Luis Obispo,Yes,No,35.259204,-120.894699,Coon Creek Beach,"Off Point Buchon Trail, S. of Montaña de Oro State Park","Sign in at entry gate for Point Buchon Trail, path to beach"
San Luis Obispo,No,No,35.174139000000004,-120.756051,Pecho Coast Trail,"Guided hikes start near Diablo Canyon Power Plant entrance on Avila Beach Dr., Port San Luis","Access only by docent-led hikes, reservations essential"
San Luis Obispo,No,No,35.160364,-120.760675,Point San Luis Lighthouse,"Pecho Coast Trail, Point San Luis","Historic light station, access via Pecho Coast Trail, reservations essential"
San Luis Obispo,Yes,No,35.171046999999994,-120.756003,Harford Pier,"End of Avila Beach Dr., Port San Luis","Fishing, charter boats, restaurants"
San Luis Obispo,Yes,Yes,35.173365999999994,-120.755992,Port San Luis,"End of Avila Beach Dr., W. of Avila Beach","Small boat harbor with facilities, moorings, boat hoist, fuel, and ice sales"
San Luis Obispo,Yes,No,35.177805,-120.748748,Olde Port Beach,"Off Avila Beach Dr., Port San Luis","Kayak launch spot, trailered boat launch from beach"
San Luis Obispo,Yes,Yes,35.18013,-120.736021,Central Coast Aquarium,Avila Beach Community Park,"Exhibits, educational programs"
San Luis Obispo,Yes,No,35.179813,-120.736055,Avila Beach Community Park,"W. end of Front St., Avila Beach","Play equipment, basketball court"
San Luis Obispo,Yes,No,35.178897,-120.734147,Avila Beach and Pier,"S. of Front St., Avila Beach","Swimming, pier fishing"
San Luis Obispo,Yes,No,35.175954,-120.719077,Cave Landing Road Access,"End of Cave Landing Rd., Avila Beach","Beach access, blufftop path leads to Bluff Dr. in Shell Beach"
San Luis Obispo,Yes,No,35.18528,-120.703098,Bob Jones City-to-the-Sea Bikeway,From Ontario Rd. parking lot to Avila Beach,Paved multi-use path
San Luis Obispo,Yes,No,35.174912,-120.708844,Bluff Trail (Avila Beach to Shell Beach),"Between Cave Landing Rd., Avila Beach and Bluff Dr. aka Indio Dr., Shell Beach",Paved multi-use path
San Luis Obispo,Yes,No,35.169313,-120.696579,South Palisades City Park,"W. of Shell Beach Rd., N. of Silver Shoals Dr.","Blufftop park, views"
San Luis Obispo,Yes,No,35.16595,-120.690093,Stairway at Cliffs Resort,"2757 Shell Beach Rd., Shell Beach","Stairs to beach at upcoast end of Cliffs Resort, blufftop path leads south"
San Luis Obispo,Yes,No,35.160507,-120.686322,Spyglass City Park,"S. end of Spyglass Dr., Shell Beach","Ocean views, packed-earth path to rocky shoreline"
San Luis Obispo,No,No,35.159704,-120.685276,Blufftop Path (Seacliff Drive),"188 Seacliff Dr., Shell Beach",Blufftop path links Spyglass City Park to Memory Park
San Luis Obispo,Yes,No,35.159255,-120.684486,Memory Park,"Along seaward edge of Seacliff Dr., Shell Beach","Views, on-street parking, no beach access"
San Luis Obispo,Yes,No,35.156271000000004,-120.677803,Ocean Eldwayen City Park,"Along Ocean Blvd., S. of Vista del Mar Ave., Shell Beach","Lawns, on-street parking"
San Luis Obispo,Yes,No,35.152238,-120.668592,Margo Dodd City Park,"Ocean Blvd. at Seaview Ave., Shell Beach","Narrow blufftop park, on-street parking"
San Luis Obispo,Yes,No,35.15408,-120.665469,Dinosaur Caves Park,"Seaward of Price St. and Cliff Ave., Shell Beach","Lawns, views, no beach access"
San Luis Obispo,Yes,No,35.152076,-120.659068,Stairway at Shelter Cove Lodge,"2651 Price St., Pismo Beach","Park at S. end of hotel, path leads N. to beach stairs"
San Luis Obispo,No,No,35.149429999999995,-120.651739,Blufftop Path at Pismo Lighthouse Suites,"2411 Price St., Pismo Beach",Blufftop pathway from Price Street to beach stairway at Sea Crest Hotel
San Luis Obispo,Yes,No,35.147487,-120.650018,Stairway at Sea Crest Hotel,"2241 Price St., Pismo Beach",Walk through breezeway near lobby to beach stairs
San Luis Obispo,Yes,No,35.1466,-120.647913,Pismo Beach (Wilmar Avenue),"End of Wilmar Ave., Pismo Beach","Stairs to wide sandy beach, on-street parking"
San Luis Obispo,Yes,No,35.142326000000004,-120.644531,Pismo Beach (Wadsworth Avenue),"End of Wadsworth Ave., Pismo Beach","Access to wide sandy beach, on-street parking"
San Luis Obispo,Yes,No,35.138932000000004,-120.643315,Pismo Beach,From Wilmar Ave. to S. of Arroyo Grande Creek,"Very wide beach, restaurants and lodging adjacent"
San Luis Obispo,Yes,No,35.138802,-120.64306299999998,Pismo Beach Pier,Near end of Pomeroy Ave.,Open 24 hrs. for fishing
San Luis Obispo,Yes,No,35.135959,-120.641092,Pismo Beach (Addie Street),"End of Addie St., off Cypress St., Pismo Beach",Wide beach
San Luis Obispo,Yes,Yes,35.135001,-120.636867,Pismo Coast Village R.V. Resort,"165 S. Dolliver St. (Hwy. One), Pismo Beach",Camping adjacent to beach
San Luis Obispo,No,No,35.132586,-120.62733,Pismo Lake Ecological Preserve,"N. 4th St. and Five Cities Dr., Pismo Beach","Waterfowl, marsh birds"
San Luis Obispo,Yes,Yes,35.132228999999995,-120.633895,Pismo State Beach North Beach Campground,"S. Dolliver St. (Hwy. One ), S. of Addie St.",Camping adjacent to beach
San Luis Obispo,Yes,No,35.12998,-120.632133,Butterfly Trees,Pismo State Beach North Beach Campground,"Monarch butterflies overwinter in trees, park on shoulder of S. Dolliver St."
San Luis Obispo,Yes,Yes,35.096878000000004,-120.630054,Pismo State Beach,Runs from Wilmar Ave. in Pismo Beach to S. of Arroyo Grande Creek,Miles of beach and dunes
San Luis Obispo,Yes,Yes,35.115131,-120.626859,Coastal Dunes RV Park and Campground,"1001 Pacific Blvd. (Hwy. One), Oceano","RV and tent camping, swimming pool"
San Luis Obispo,Yes,Yes,35.10631,-120.62673,Pismo State Beach Oceano Campground,"555 Pier Ave., Oceano",Camping adjacent to beach
San Luis Obispo,Yes,Yes,35.104643,-120.625349,Oceano Memorial Campground,"Air Park Dr. at Mendel Dr., Oceano",Check in at Coastal Dunes RV Park and Campground
San Luis Obispo,Yes,No,35.104857,-120.624142,Oceano Community Park,"Norswing Dr. at Mendel Dr., Oceano","Playground, playfields"
San Luis Obispo,No,No,35.090117,-120.621773,Pismo Dunes Natural Preserve,"S. of Arroyo Grande Creek, Oceano","Sand dunes, riparian habitat"
San Luis Obispo,Yes,Yes,35.045879,-120.618896,Oceano Dunes State Vehicular Recreation Area,"W. of Hwy. One, S. of Oceano","Off-road vehicle recreation, enter at Grand Ave. in Grover Beach or Pier Ave. in Oceano"
San Luis Obispo,Yes,Yes,35.028145,-120.616335,Oso Flaco Lake,"W. end of Oso Flaco Lake Rd., 3 mi. W of Hwy. One",Lake views and ocean beach access
San Luis Obispo,No,No,35.011159,-120.630264,Guadalupe-Nipomo Dunes National Wildlife Refuge,"S. of Oceano Dunes State Vehicular Recreation Area, W. of Hwy. One","4 sq. miles of protected dune habitat, enter from Oso Flaco Lake trail"
Santa Barbara,Yes,No,34.972343,-120.572242,Dunes Visitor Center,"1065 Guadalupe St. (Hwy. One), Guadalupe",Information about Guadalupe-Nipomo Dunes
Santa Barbara,Yes,No,34.957739000000004,-120.645257,Rancho Guadalupe Dunes County Park,"End of Main St., 5 mi. W. of Guadalupe","Dune and beach access, seasonal closure due to snowy plover nesting"
Santa Barbara,No,No,34.901371999999995,-120.654436,Point Sal State Beach,"End of Brown Rd., S.W. of Guadalupe","Remote beach, access only via 5 mile hike from Brown Rd."
Santa Barbara,Yes,No,34.690307000000004,-120.60046,Ocean Beach County Park,"End of Ocean Park Rd., 9.2 mi. W. of Lompoc",Park open all year; beach access closed seasonally due to snowy plover nesting
Santa Barbara,Yes,No,34.682766,-120.605098,Surf Railroad Depot,"W. end of Hwy. 246, Surf","Amtrak station, beach access across the tracks"
Santa Barbara,Yes,No,34.680796,-120.607401,Vandenberg Air Force Base Beach Access,From 1.5 mi. N. to 3.5 mi. S. of Ocean Beach County park,"Beach access from Surf Railroad Depot, subject to seasonal closure"
Santa Barbara,Yes,Yes,34.509829,-120.50019,Jalama Beach County Park,"Jalama Beach Rd., 14.2 mi. W. of Hwy. One, S. of  Lompoc","Remote beach, snack stand and store"
Santa Barbara,Yes,No,34.505471,-120.227026,Las Cruces Trailhead,"W. of Hwy. 101, 3 mi. N. of Gaviota","From Hwy. One turn S. on San Julian Rd. to trailhead, part of Gaviota State Park"
Santa Barbara,Yes,Yes,34.504835,-120.225931,Gaviota State Park Trailhead East,"E. of Hwy. 101, 3 mi. N. of Gaviota",Exit Hwy. 101 at Hwy. One and turn E. then S. to trailhead
Santa Barbara,Yes,Yes,34.477535,-120.228753,Gaviota State Park,"Hwy. 101 at Gaviota Beach Rd., Gaviota","Pier fishing, camping, day use"
Santa Barbara,Yes,No,34.483938,-120.230582,Gaviota Rest Areas,"Hwy. 101, .5 mi. S. of Gaviota Pass","Landscaped rest areas, both north and southbound"
Santa Barbara,Yes,No,34.474064,-120.139122,Vista Point (Gaviota),"Off Hwy. 101, 6 mi. E. of Gaviota State Park entrance",Southbound only
Santa Barbara,Yes,No,34.533813,-120.177699,Nojoqui Falls County Park,"Alisal Rd., off Hwy. 101, 5.5 mi. S. of Buellton","Shady lawns, waterfall"
Santa Barbara,Yes,No,34.48505,-120.142385,Arroyo Hondo Preserve,"Off Hwy. 101, 4 mi. W. of Refugio State Beach","Research and educational reserve, access by reservation only"
Santa Barbara,Yes,Yes,34.463081,-120.070174,Refugio State Beach,"S. of Hwy. 101 at Refugio Rd., 15 mi. W. of Goleta",Day use and camping
Santa Barbara,No,No,34.462135,-120.051137,Bike Path (Refugio to El Capitan State Beaches),Between Refugio and El Capitan State Beaches,Bicycle route seaward of Hwy. 101
Santa Barbara,Yes,Yes,34.459321,-120.025783,El Capit&aacute;n State Beach,"Exit 117 off Hwy. 101, 12 mi. W. of Goleta","Swimming, snack stand and store"
Santa Barbara,Yes,Yes,34.464797999999995,-120.022192,El Capitan Canyon Resort,"Exit 117 off Hwy. 101, inland of El Capitan State Beach, Goleta",Privately operated facility
Santa Barbara,Yes,No,34.430797,-119.916072,Haskell's Beach,"W. end of Hollister Ave., Goleta",Public beach access at east end of Bacara Resort grounds
Santa Barbara,Yes,Yes,34.430477,-119.907339,Sandpiper Golf Course,"7925 Hollister Ave., Goleta","Seaside golf course, public play"
Santa Barbara,Yes,No,34.428911,-119.89678899999998,Sperling Preserve at Ellwood Mesa,"Hollister Ave., 1.5 mi. W. of Storke Rd., Goleta","Open space, trails to bluff edge"
Santa Barbara,No,No,34.411839,-119.876814,Coal Oil Point Natural Reserve,"Slough Rd. off El Colegio Rd., Isla Vista","Natural preserve, foot trails, self-guided tour"
Santa Barbara,Yes,No,34.409709,-119.869549,Stairway to Beach (Camino Majorca),"Camino Majorca at Del Playa Dr., Isla Vista",On-street parking
Santa Barbara,No,No,34.409716,-119.866489,Sea Lookout Park,"Camino Corto at Del Playa Dr., Isla Vista","Beach stairs one-half block east, on-street parking"
Santa Barbara,Yes,No,34.409665999999994,-119.862609,Stairway to Beach (Camino del Sur),"Camino del Sur at Del Playa Dr., Isla Vista",On-street parking
Santa Barbara,Yes,No,34.409602,-119.85875,Stairway to Beach (Camino Pescadero),"Camino Pescadero at Del Playa Dr., Isla Vista",On-street parking
Santa Barbara,Yes,No,34.409282,-119.85621,Stairway to Beach (El Embarcadero),"El Embarcadero Rd. at Del Playa Dr., Isla Vista",On-street parking
Santa Barbara,Yes,Yes,34.409753,-119.853499,University of California at Santa Barbara (West),"Off Clarence Ward Memorial Blvd. (Hwy. 217), Goleta",Metered public beach parking at end of Ocean Rd. on west side of campus
Santa Barbara,Yes,Yes,34.409979,-119.842095,University of California at Santa Barbara (East),"Lagoon Rd. off Clarence Ward Memorial Blvd. (Hwy. 217), Goleta",Public beach access parking on east side of campus
Santa Barbara,Yes,Yes,34.417237,-119.831321,Goleta Beach County Park,"5990 Sandspit Rd., Goleta","Swimming, pier fishing"
Santa Barbara,Yes,No,34.424378000000004,-119.80534,More Mesa Open Space,"S. Patterson Ave., Santa Barbara","Open space, trails"
Santa Barbara,Yes,No,34.407342,-119.755217,Cliff Drive (Santa Barbara),"W. of Arroyo Burro Beach to Marina Dr., Santa Barbara",Scenic drive
Santa Barbara,Yes,No,34.403749,-119.743771,Arroyo Burro Beach County Park,"Off Cliff Dr., .2 mi. W. of Las Positas Rd., Santa Barbara",Restaurant
Santa Barbara,No,No,34.399514,-119.734915,Douglas Family Preserve,"2551 Medcliff Rd., Santa Barbara","Open space, enter from W. end of Medcliff Rd. and at Borton Rd. and Linda Rd., on-street parking"
Santa Barbara,No,No,34.405038,-119.739165,Douglas Family Preserve (Las Positas Road),"Cliff Dr., opposite end of Las Positas Rd.",Footpath leads into the preserve
Santa Barbara,Yes,No,34.397019,-119.730904,Mesa Lane Stairs,"S. end of Mesa Ln., Santa Barbara",Limited on-street parking
Santa Barbara,Yes,No,34.397694,-119.722733,La Mesa Park,"Meigs Rd. at Shoreline Dr., Santa Barbara","Neighborhood park, play equipment"
Santa Barbara,Yes,No,34.395971,-119.713893,One Thousand Steps (Santa Barbara),"End of Santa Cruz Blvd., Santa Barbara",Very limited on-street parking
Santa Barbara,Yes,No,34.396469,-119.707348,Shoreline Park,"Shoreline Dr. between San Rafael Ave. and La Marina Dr., Santa Barbara","Blufftop park, play equipment, views"
Santa Barbara,Yes,No,34.39663,-119.705632,Shoreline Park Beach Access Stairs,Middle of Shoreline Park,Beach access
Santa Barbara,Yes,Yes,34.400825,-119.700651,Leadbetter Beach,"Shoreline Dr. at Loma Alta Dr., Santa Barbara","Swimming, restaurant"
Santa Barbara,Yes,No,34.441429,-119.71231,Rocky Nook County Park,"610 Mission Canyon Rd., Santa Barbara","Playground, shady picnic areas"
Santa Barbara,Yes,No,34.422753,-119.703619,Santa Barbara,90 mi. N.W. of Los Angeles,"Historic city, lodging, restaurants, visitor attractions"
Santa Barbara,Yes,No,34.408942,-119.695608,Pershing Park,"100 Castillo St., Santa Barbara","Playfields, tennis courts, museum"
Santa Barbara,Yes,No,34.408061000000004,-119.69436,Plaza del Mar,"Castillo St. at Cabrillo Blvd., Santa Barbara","Lawns, shade trees, band shell"
Santa Barbara,Yes,Yes,34.404171000000005,-119.693565,Santa Barbara Maritime Museum,"113 Harbor Way, Santa Barbara Harbor","Exhibits on diving, whaling, yachting, surfing"
Santa Barbara,Yes,Yes,34.405274,-119.691282,Santa Barbara Harbor,"W. Cabrillo Blvd. at Shoreline Dr., Santa Barbara","Marina, marine services, launch ramp, restaurants, wildlife excursions"
Santa Barbara,Yes,Yes,34.407447,-119.693596,Los Ba&ntilde;os del Mar,"400 block of W. Cabrillo Blvd., Santa Barbara",Outdoor municipal swimming pool
Santa Barbara,Yes,No,34.410446,-119.691611,Ambassador Park,"100 Cabrillo Blvd., Santa Barbara",Grassy park
Santa Barbara,Yes,Yes,34.412977000000005,-119.692633,Santa Barbara Tourist Hostel,"134 Chapala St, Santa Barbara","Accommodations, laundry, kitchen"
Santa Barbara,Yes,Yes,34.410884,-119.690147,West Beach (Santa Barbara),"Seaward of Cabrillo Blvd., W. of Stearns Wharf, Santa Barbara","Wide sheltered beach, swimming, kayak launch"
Santa Barbara,Yes,Yes,34.411913,-119.688805,Stearns Wharf,"Foot of State St., Santa Barbara","Commercial and recreational fishing, restaurants, excursions, fee for parking"
Santa Barbara,No,No,34.410592,-119.685714,Ty Warner Sea Center,"Stearns Wharf, Santa Barbara","Interactive exhibits, tidepool tank, live shark touch tank"
Santa Barbara,Yes,No,34.415062,-119.6817,Chase Palm Park,"Both sides of E. Cabrillo Blvd., E. of Stearns Wharf, Santa Barbara","Palm-studded park, soccer fields, bicycle path"
Santa Barbara,Yes,No,34.413216,-119.687424,Skater's Point,E. Cabrillo Blvd. at Garden St,Skate park
Santa Barbara,Yes,No,34.417444,-119.673799,Cabrillo Ball Field,"Foot of Milpas St., Santa Barbara",Ballfield
Santa Barbara,Yes,No,34.416647999999995,-119.67134,East Beach (Santa Barbara),"Seaward of Chase Palm Park, E. of Stearns Wharf, Santa Barbara",Recreational facilities at historic Cabrillo Pavilion Bathhouse
Santa Barbara,Yes,No,34.419005,-119.670473,Dwight Murphy Field,"Ni&ntilde;os Dr. and Por La Mar, Santa Barbara",Ballfield
Santa Barbara,Yes,Yes,34.420478,-119.666766,Santa Barbara Zoo,"500 Ni&ntilde;os Dr., Santa Barbara",Animal species from around the world
Santa Barbara,Yes,No,34.421896999999994,-119.658045,Andree Clark Bird Refuge,"E. Cabrillo Blvd., at Hwy. 101, Santa Barbara",Marsh habitat
Santa Barbara,Yes,No,34.417435,-119.647576,Stairway to Beach (Butterfly Lane),"Butterfly Lane at Channel Dr., Montecito","Stairs to beach at end of Butterfly Ln., on-street parking"
Santa Barbara,Yes,No,34.416509000000005,-119.642606,Stairway to Beach (Biltmore Hotel),"Channel Dr., seaward of Biltmore Hotel, Montecito","Stairs to beach seaward of Biltmore Hotel, on-street parking"
Santa Barbara,Yes,No,34.416491,-119.635733,Hammonds Beach,"End of Eucalyptus Ln., Montecito",Path to Hammonds Beach leads W. from parking area near end of Eucalyptus Ln.
Santa Barbara,Yes,No,34.419009,-119.630696,Miramar Beach,"E. of Eucalyptus Ln., Montecito","Ramp to beach, then walk east"
Santa Barbara,Yes,No,34.420381,-119.601524,Lookout County Park,"End of Evans Ave., Summerland",Blufftop park with play equipment
Santa Barbara,Yes,No,34.419691,-119.59028,Oceanview Park,"Via Real at Greenwell Ave., Summerland","Inland of Hwy. 101, ocean views"
Santa Barbara,Yes,No,34.415549,-119.582491,Loon Point Beach Path,"Padaro Ln. at Hwy. 101, Summerland",Beach path starts at parking area on Padaro Ln. near Hwy. 101 overcrossing
Santa Barbara,Yes,No,34.397343,-119.52658,Carpinteria Salt Marsh Nature Park,"Ash Ave. and 3rd St., Carpinteria",Nature trails
Santa Barbara,Yes,No,34.394746000000005,-119.527755,Carpinteria City Beach,"From the end of Linden Ave. W. to Ash Ave., Carpinteria",Swimming beach
Santa Barbara,Yes,Yes,34.392262,-119.521044,Carpinteria State Beach,"End of Palm Ave., Capinteria",Swimming beach
Santa Barbara,Yes,No,34.396145000000004,-119.521766,Carpinteria,9 mi. E. of Santa Barbara,"Beach town, lodging, restaurants, camping"
Santa Barbara,No,No,34.386484,-119.508706,Tarpits Park,"E. end of Carpinteria State Beach campground, Carpinteria",Access on foot from Carpinteria State Beach
Santa Barbara,Yes,No,34.386821999999995,-119.498292,Carpinteria Bluffs Nature Preserve,"Carpinteria Ave. at Bailard Ave., Carpinteria","Ocean views, ballfields, no beach access"
Santa Barbara,Yes,No,34.376658,-119.480782,Rincon Beach County Park,"Bates Rd., seaward of Hwy. 101, Carpinteria",Surfing off Rincon Point
Santa Barbara,No,No,34.047113,-120.353636,Cuyler Harbor Beach,N.E. side of San Miguel Island,Part of Channel Islands Nat'l Park
Santa Barbara,No,Yes,34.040809,-120.349447,Campground (San Miguel Island),"1 mi. S. of Cuyler Harbor, San Miguel Island","Primitive campsites, reservations required, part of Channel Islands Nat'l Park"
Santa Barbara,No,No,33.994674,-120.041449,Water Canyon Beach,"N.E. side, Santa Rosa Island","Two-mile-long beach, part of Channel Islands Nat'l Park"
Santa Barbara,No,Yes,33.991445,-120.047865,Campground (Santa Rosa Island),"1.5 miles S.W. of the landing, Santa Rosa Island","Campsites, running water, reservations required, part of Channel Islands Nat'l Park"
Santa Barbara,No,No,34.038952,-120.37126,San Miguel Island,"Offshore, 38 nautical miles S.W. of Santa Barbara",Channel Islands Nat'l Park
Santa Barbara,No,No,33.967322,-120.112831,Santa Rosa Island,"Offshore, 28 nautical miles S. W. of Santa Barbara",Channel Islands Nat'l Park
Santa Barbara,No,No,34.049213,-119.556421,Scorpion Beach,N.E. end of Santa Cruz Island,"Sand and cobble beach, part of Channel Islands Nat'l Park"
Santa Barbara,No,No,34.048297,-119.556028,Santa Cruz Island,"Offshore, 22 nautical miles S. of Santa Barbara",Part of island is within Channel Islands Nat'l Park
Santa Barbara,No,No,34.019016,-119.683857,Prisoners Harbor,N. side of Santa Cruz Island,"Hiking trails, part of Channel Islands Nat'l Park"
Santa Barbara,No,No,34.02128,-119.542231,Smugglers Cove,"3.5 mi. S. of Scorpion Beach, Santa Cruz Island","Sheltered cove, part of Channel Islands Nat'l Park"
